ARPT_ID,ARPT_NAME,LAT_DECIMAL,LONG_DECIMAL
GFD,POPE FLD,39.79032083,-85.73608861
0II7,FROST FLD,39.79559833,-85.78608944
4II8,WILLIS,39.72226611,-85.71664388
6II2,WILLIS SITE NR 2,39.73337694,-85.72331055
79II,HARTER FLYING FLD,39.88337611,-85.70247666
8IN4,HANCOCK REGIONAL HOSPITAL,39.79562222,-85.76726388
IN09,SCHLETER FLD,39.80505277,-85.85481111
I34,GREENSBURG MUNI,39.3200125,-85.52511805
IN35,DECATUR COUNTY MEML HOSPITAL,39.344175,-85.47755555
62IN,FOWLER FLD /PVT/,40.43087138,-85.97831972
8IN2,ROBINSON FLD,39.62333333,-86.03138888
05C,GRIFFITH-MERRILLVILLE,41.519841,-87.39950797
3II2,FIFER FLD,38.21282361,-87.919475
II9,WILBUR WRIGHT BIRTHPLACE,39.95421944,-85.24356111
I61,HAGERSTOWN,39.88916666,-85.16333333
0II9,WINTERS,39.53421361,-86.57722194
IN83,LAUTZENHISER AIRPARK,41.5022725,-84.93024027
01F,HAMILTON LAKE,41.55222222,-84.91722222
7IN2,FLYING CROWN,41.50138888,-84.87833333
4II5,ESCC,41.59416666,-87.49138888
64I,LEE BOTTOM,38.63144166,-85.44341944
IN18,HOOK FLD,41.27449444,-84.80496027
4IN0,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,40.46703611,-85.373075
II67,HICKORY HILLS,40.42779444,-85.37346111
24IN,WILLIAMS FLYING FLD,39.23638888,-85.69305555
8II5,HOLT FLD,40.89949194,-84.99996777
3HO,HOBART SKY RANCH,41.5559,-87.26392222
00IN,ST MARY MEDICAL CENTER,41.51138888,-87.26055555
9II8,FRANCIS,39.08611111,-85.37111111
1II0,WEBSTER,39.57671361,-85.58775166
25IN,REID-EASH,41.70282833,-85.41942444
IN6,HUDSON LAKE,41.71396666,-86.54601666
HNB,HUNTINGBURG,38.24901694,-86.95281944
HHG,HUNTINGTON MUNI,40.85291666,-85.45705555
IN85,BOWLIN,40.8372675,-85.48358611
80IN,PARKVIEW HUNTINGTON HOSPITAL,40.90569444,-85.49005555
HFY,INDY SOUTH GREENWOOD,39.62761111,-86.08802777
27II,FORT BENJAMIN HARRISON HOSPITAL,39.86503944,-85.99776055
IG01,IWC,39.78365277,-87.1836
6II5,SOUTHPORT,39.669025,-86.09578333
81II,METHODIST HOSPITAL OF IN INC,39.78938333,-86.162475
60IN,ESKENAZI HOSPITAL,39.77795,-86.18480277
23IN,RILEY HOSPITAL FOR CHILDREN,39.77735597,-86.18045991
9IN1,FRANCISCAN HEALTH INDIANAPOLIS,39.64739444,-86.08004166
27IN,ST VINCENT INDIANAPOLIS HOSPITAL,39.90775727,-86.19436483
EYE,EAGLE CREEK AIRPARK,39.83071741,-86.29438575
UMP,INDIANAPOLIS METRO,39.93539847,-86.04506772
MQJ,INDIANAPOLIS RGNL,39.84313777,-85.89773555
7L8,POST-AIR,39.75004277,-86.01387111
TYQ,INDIANAPOLIS EXEC,40.02860944,-86.25140555
8A4,INDIANAPOLIS DOWNTOWN,39.76587638,-86.148875
2R2,HENDRICKS COUNTY-GORDON GRAHAM FLD,39.74677777,-86.47516666
8II8,ALLISON PLANT 3,39.77921,-86.2458225
8II6,ROLLS ROYCE PLANT 5,39.73219166,-86.20677777
8II7,ROLLS-ROYCE PLANT 8,39.74038611,-86.20922777
IN06,METHODIST HOSPITAL HELISTOP,39.788775,-86.16176111
54IN,METHODIST HOSPITAL NR 2,39.789375,-86.16222222
48IN,123 ARCOM,39.85892861,-85.99831583
IND,INDIANAPOLIS INTL,39.71730555,-86.29463888
57II,REIMER AERODROME,39.96420972,-86.5675025
IN2,SNOW LAKE,41.72985833,-85.032575
IN08,SHAKAMAK,39.16948666,-87.19029138
10IN,FENCE FLD,39.15923841,-87.09983494
77IN,MEML HOSPITAL AT JASPER,38.39388888,-86.94083333
JVY,CLARK RGNL,38.36661833,-85.73814472
56I,BIG LONG LAKE,41.552725,-85.23158333
C62,KENDALLVILLE MUNI,41.47271555,-85.2607975
8IN6,PARKVIEW NOBLE HOSPITAL,41.447775,-85.29566944
50I,KENTLAND MUNI,40.75874233,-87.4291253
IN10,PLUMMER,40.97587444,-86.42000333
IG05,WHEELER,41.18976333,-86.60695583
IN87,SINGLETON'S LANDING STRIP,41.35143111,-86.62640361
II44,NORTHWEST HEALTH - STARKE,41.28696944,-86.62245555
OXI,STARKE COUNTY,41.32970194,-86.66460944
II56,RGNL HEALTH SYSTEM,40.447255,-86.12566597
53IN,HARTMAN FARMS FLD,40.52142694,-86.21499472
8I3,GLENNDALE,40.43337083,-86.20332722
2II0,INDIAN HILLS FLYING FLD,40.41745,-86.1525
II88,ST VINCENT KOKOMO,40.48444444,-86.15777777
OKK,KOKOMO MUNI,40.52765583,-86.05973722
IN04,SOJOURNER FLD,41.37526111,-87.07988333
28II,CEDAR FARM,37.97465472,-86.05621611
II18,LOU ABBETT FARMS,41.33559555,-86.92863444
LAF,PURDUE UNIVERSITY,40.41230444,-86.9368975
31IN,TIMBER HOUSE,40.28503638,-86.85639583
IG06,WOLFELT,40.48805555,-86.85194444
6IN3,WYANDOTTE,40.34916666,-86.76388888
8IN1,INDIANA UNIVERSITY HEALTH ARNETT,40.40052222,-86.80788611
76IN,FRANCISCAN HEALTH LAFAYETTE EAST,40.39416666,-86.83472222
15II,FINDLAY,40.33888888,-86.94083333
78II,FOX STATION,40.6361525,-85.68803472
5IN0,YODER FLD,41.68583333,-85.37388888
08II,PARKVIEW LAGRANGE HOSPITAL,41.645075,-85.42640555
2IN,OLIVER LAKE,41.5696,-85.40445833
I01,DALLAS LAKE,41.55015833,-85.42418333
7J4,JIMMERSON LAKE,41.70768333,-85.06019444
C98,LAKE VILLAGE,41.15003444,-87.46253277
IN39,BLACKHAWK,41.14166666,-87.39416666
II49,FOERTSCH,38.03699777,-86.91110416
IN14,GREENRIDGE,38.23895694,-86.01941277
76II,RIES,41.27643722,-85.27108638
II38,SHERK FLD,41.42643444,-86.31639555
PPO,LA PORTE MUNI,41.57246694,-86.73452777
98IN,LA PORTE HOSPITAL,41.60979166,-86.72804166
IN94,DEARBORN COUNTY HOSPITAL,39.11105,-84.88417222
6I4,BOONE COUNTY,40.00726361,-86.44055527
49II,REINOEHL FLD,39.60976555,-87.01529055
II28,STETTLER STRIP,41.21055555,-85.06361111
IN4,CEDARVILLE RESERVOIR,41.20436111,-85.01436111
1IN1,SHEARER,39.48838,-86.65305833
8II2,NORRIS FLD,39.65305555,-84.86611111
II21,ZOLLINGER STRIP,41.47532666,-85.69471027
IN17,GREENE COUNTY GENERAL HOSPITAL,39.04013333,-87.12965
63IN,LITTLE YORK,38.69583333,-85.91916666
7IN6,MYERS FARM,38.58194444,-86.25361111
II52,HAFFNER,39.87754416,-86.52777833
6II7,BERGS,39.88615527,-86.58139083
GGP,LOGANSPORT/CASS COUNTY,40.71126444,-86.37270472
IN96,MEML HOSPITAL,40.76361194,-86.36114694
C97,LOWELL,41.23016944,-87.50769444
0II8,SUTTON'S FLD,41.32475722,-87.47586916
73IN,BENHAM,38.97666666,-87.0225
II54,GILTNER,38.81589111,-85.44634888
IMS,MADISON MUNI,38.75991666,-85.46469444
IN91,VALHALLA,41.00194444,-84.99416666
MZZ,MARION MUNI - MCKINNEY FLD,40.48991666,-85.67977777
1IN9,LEE FARMS,40.59472222,-85.42444444
5IN7,MARION GENERAL HOSPITAL,40.56461,-85.66549652
II13,SUGAR CREEK AIR PARK,39.92027777,-85.59861111
IN84,IU HEALTH MORGAN,39.42505277,-86.40461388
IN58,MATTINGLY FLD,39.50133472,-86.26292361
II87,TWELVE OAKS,39.45143666,-86.32832527
IN20,JUNGCLAUS,39.45393333,-86.28227777
89IN,MILHON,39.50699194,-86.38971583
90IN,MC DANIEL'S FLD,39.40893611,-86.44416166
IN07,TWIN LAKES,38.51852222,-85.58758333
2IN3,TATERTOWN,41.08476138,-86.92418611
C92,MENTONE,41.15004333,-86.06249666
2IG5,HELI-BELL MUSEUM,41.17166666,-86.04277777
47IN,MANN,38.98837611,-87.5180775
II57,NIPSCO SOUTHLAKE COMPLEX,41.46336972,-87.32364666
MGC,MICHIGAN CITY MUNI-PHILLIPS FLD,41.70331527,-86.82124
IN24,FRANCISCAN HEALTH MICHIGAN CITY,41.66024166,-86.899575
IN75,BLAIRPORT,41.73769766,-85.71323572
70IN,LEWIS AIRFIELD,39.18172,-85.15134777
II03,BUELL,39.19861111,-85.13638888
IN26,MCPHERSON AIRFIELD,39.13626527,-85.14623888
92IN,H R WEISSER,41.42503294,-85.84762197
5IN2,ST JOSEPH'S RGNL MED CNTR EDISON LAKES,41.70666111,-86.17573888
9II2,NELUND FLD,41.68754833,-86.15500444
6IN6,PEGASUS FARMS AIRFIELD,39.54888888,-86.47666666
IN69,BLACKMON FLD,41.17516666,-86.54744444
MCX,WHITE COUNTY,40.71019388,-86.76679388
I00,LAKE SHAFER,40.79903888,-86.77696111
IN00,SUTTON,40.54531277,-87.05223638
IG07,JOSEPHS FLD,39.05694444,-85.03555555
IN22,BERLING,39.6036575,-86.44166194
5II4,HOPKINS,39.58949111,-86.39054916
IN99,DONICA FLD,39.40671444,-86.30554694
9IN7,ZUPANCIC FLD,39.35472222,-86.30694444
22II,LEWIS,37.91698666,-87.7611325
0IN9,PARRISH,37.99310055,-87.95141777
IN23,ZELLER ELEV COMPANY,37.90837555,-87.75835472
3IN9,CULLEY ACRES,38.02931944,-87.985475
II84,HILAKOS,37.93198611,-87.77141111
03II,DAVIS FLD,37.96198694,-87.77891166
IN3,POSEY PATCH,37.90259027,-87.79043611
30IN,DRAGO AIR,40.37821388,-86.59405977
MIE,DELAWARE COUNTY RGNL,40.24247222,-85.39575
7I2,REESE,40.15523888,-85.31894583
IN74,BALL MEML HOSPITAL,40.19808333,-85.416975
IN56,CARROLL'S AIRPARK,40.12694444,-85.43194444
02IN,DIAMOND P FLD,40.20888888,-85.54083333
IN28,MUNSTER COMMUNITY HOSPITAL,41.54975833,-87.50699722
IN40,FRANCISCAN HEALTH MUNSTER,41.53833333,-87.51444444
C03,NAPPANEE MUNI,41.44615694,-85.93604583
41IN,PROFESSIONAL ARTS BUILDING,38.30027777,-85.83583333
IN59,JERRY W HUMPHREY,37.94504333,-87.42445361
IN95,GATEWAY HOSPITAL,37.97456944,-87.44615833
IN93,HUSTONS,41.71199027,-86.43279222
UWL,NEW CASTLE HENRY COUNTY MARLATT FLD,39.87673166,-85.32528666
19II,HENRY COUNTY HOSPITAL,39.94310166,-85.36469166
15IN,BUGTOWN,38.15055555,-87.84027777
56IN,CASAD INDUSTRIAL PARK,41.07921527,-84.94274361
II59,STRIP,39.84003805,-87.39362722
3IN6,HOLLOWAY FLD,38.58833333,-85.50583333
5II1,LAYNE FLD,39.78282333,-86.61750222
HBE,HIMSEL AAF,39.33926388,-86.02977777
2IN6,GALLOWAY,40.04194444,-85.91694444
I80,NOBLESVILLE,40.00350555,-85.96451944
36IN,PETERSON,41.53615666,-86.44390111
IN38,STEWARTS GREEN ACRES,41.54532305,-86.45279055
OVO,NORTH VERNON,39.04533333,-85.60561111
07II,ST VINCENT JENNINGS HOSPITAL,39.01060916,-85.6408025
IN9,WEBSTER LAKE,41.32512222,-85.68252222
I20,ED-AIR,38.85149861,-87.49979305
7I4,ORLEANS,38.65838694,-86.44304416
2II7,K-9 KORNER,40.89271666,-85.20470277
2IN0,SKIP'S PLACE,40.83694444,-85.17111111
IN29,DURFLINGER,40.5739125,-87.10336319
33IN,RUSBY FLD,38.44319166,-86.05776388
5II8,JACOBI,38.41006194,-86.12886416
I42,PAOLI MUNI,38.58480388,-86.46494833
64IG,INDIANA UNIVERSITY HEALTH PAOLI INC,38.56790277,-86.47600555
IG03,BLUEBIRD,39.39166666,-86.6
IN30,HULL,38.40245833,-87.59918472
IN43,SPRING LAKE,38.47506083,-85.997195
IN31,HANNA AIRFIELD,40.02226333,-85.75358833
I76,PERU MUNI,40.78577222,-86.14643333
IN33,ROBISON,40.73615194,-86.11527083
43I,MISSISSINEWA RESERVOIR LANDING AREA,40.70365277,-85.93248805
83IN,GOODENOUGH,40.73976416,-86.00054611
GUS,GRISSOM ARB,40.64809166,-86.15211944
IN03,ALFORD AIRPARK,38.46388888,-87.25
1IN6,COTTINGHAM,40.40166666,-87.22027777
II91,DUNBAR FLD,39.84393333,-86.505275
2II4,PSI,39.71115638,-86.38554916
C65,PLYMOUTH MUNI,41.36513055,-86.30025777
18IN,HERITAGE FARM FLD,41.38192361,-86.43179722
2II5,BURNS INTL HARBOR,41.63698138,-87.15225694
8IN5,PORTAGE COMMUNITY HOSPITAL,41.54700277,-87.184425
3IN0,FLYING M,41.55875,-87.12611111
PLD,PORTLAND MUNI,40.4515175,-84.99171777
88IN,SEIB,38.13313888,-87.78576388
7IN3,GARRETT FLD,38.243325,-87.78682222
99II,COOPER FLD,39.5835,-86.95252777
II26,ASHBY,40.70392777,-87.18779583
RZL,JASPER COUNTY,40.94782333,-87.18264805
10II,FRANCISCAN HEALTH RENSSELAER,40.93499722,-87.13815833
RID,RICHMOND MUNI,39.75608333,-84.84269444
IN68,REID HOSPITAL,39.86430222,-84.88288666
67IN,RISING SUN,38.94746388,-84.85096666
31II,HERBS FLD,38.91208611,-84.90519722
32IN,SCUDDER FLD,38.91816383,-84.97423483
IN45,4 WINDS AERODROME,39.82504472,-86.88334194
2IN2,GERIG'S FLD,41.00916666,-85.37138888
8IS2,KILSOQUAH FARM,40.99777777,-85.38888888
RCR,FULTON COUNTY,41.06554752,-86.18170288
IN46,BUTLER FLD,39.73892916,-87.21945861
II92,LAYDEN,41.74171083,-86.58363166
9II5,RUSH MEML HOSPITAL,39.62254666,-85.44330361
IN05,STEVENS FARMS,39.66055555,-85.54833333
6IN8,MCMINN,39.52861111,-85.33333333
II68,DURHAM,39.85504416,-86.95917611
5II5,KOESTER FLD,38.11805,-87.70203333
43IN,HEPLER,38.13754361,-87.67641166
II89,LOCKYEAR,38.0869875,-87.68168833
I83,SALEM MUNI,38.60407569,-86.15225161
IN44,HABERMEL,38.564225,-86.05747611
86IN,ST VINCENT SALEM HOSPITAL,38.61347222,-86.10667222
3R8,HONAKER FLD,38.6577,-85.79058472
61IN,WILKERSON'S,38.71366972,-85.60357388
IN50,BEECHWOOD FLYING FLD,38.68840583,-85.703222
SER,FREEMAN MUNI,38.92425644,-85.90972058
IN02,GREEN ACRES,38.97027777,-86.00416666
II70,SALSBERY,40.38500833,-86.06364722
II97,SKEETER LANDING,39.4778275,-85.88331583
GEZ,SHELBYVILLE MUNI,39.58313888,-85.80480555
70II,NASBY,39.52171472,-85.68636555
3II7,ARMY AVIATION SUPPORT FACILITY,39.58338027,-85.79997944
IN49,PHERIGO,39.48754916,-85.80525805
IN51,WINDY KNOLL,40.14073055,-86.15181527
5I4,SHERIDAN,40.17815555,-86.21706944
IN65,WOLFE FLD,41.69143916,-85.59554166
1IN5,BOTTOMS BROTHERS,38.28476916,-87.38195833
SBN,SOUTH BEND INTL,41.70822388,-86.3173375
79IN,MEML HOSPITAL AT SOUTH BEND,41.68398611,-86.25343611
3IN7,CHAIN-O-LAKES,41.66254666,-86.35417722
IN52,500,39.78282083,-86.23332222
IN53,MILLER,39.29171111,-86.82361805
58IN,HILLTOP,41.25838333,-84.86385166
7IN9,THE LAST RESORT,40.0375,-85.41055555
37IN,FELIX,40.2917025,-86.78028388
IN0,BIG TURKEY LAKE,41.58496666,-85.18862777
SIV,SULLIVAN COUNTY,39.1147125,-87.44832916
39IN,ROBERTS FLD,40.00226833,-85.42886111
5IG9,KRAMER AIRFIELD,40.01563194,-85.43272777
4IN9,WAWASEE,41.41893666,-85.69165416
01D,LAKE WAWASEE,41.40361111,-85.70611111
99D,DEWART LAKE,41.37194444,-85.77277777
TEL,PERRY COUNTY MUNI,38.01886111,-86.69241666
3I3,SKY KING,39.54778666,-87.3773525
HUF,TERRE HAUTE RGNL,39.45063194,-87.30699
60II,UNION HOSPITAL,39.48610833,-87.40743333
35IN,ELLISON,40.2944825,-85.94248333
2II6,BAIRD-WOLFORD,40.26475916,-86.10276694
39II,MILLER FLD,41.51477166,-85.55220611
IN72,MAYER,40.78593333,-85.2442
IN41,FLYING U RANCH,41.45274166,-86.79106111
21IN,GRAME,38.11944444,-86.76527777
5IN4,WYCKOFF AIRSTRIP,41.48337361,-86.95002722
VPZ,PORTER COUNTY RGNL,41.45397222,-87.00708333
46II,NORTHWEST HEALTH - PORTER,41.55366083,-87.04794694
IN55,SONGER,40.07911944,-87.26215277
44IN,CAMPBELL FLD,40.12375,-87.21046666
IG04,LITZINGER,39.046425,-85.15619722
8I1,ROBINSON,38.69450638,-85.19828694
32II,ROBERTS,38.81644944,-85.10634111
IN15,T & T,38.60476944,-87.46307527
24II,GOOD SAMARITAN HOSPITAL,38.67330277,-87.53454722
IWH,WABASH MUNI,40.76197222,-85.79875
62II,PARKVIEW WABASH  HOSPITAL EMERGENCY,40.80615416,-85.81581861
IN89,PARKVIEW WABASH HOSPITAL,40.81998875,-85.82413791
II74,EBY FLD,41.55977055,-86.05305666
6IN2,WHELEN,39.49361111,-85.64861111
6IN4,FISCHER FLD,39.46583333,-85.69861111
17II,DREESSEN FLD,41.45004416,-86.51029083
4IN4,WILSON,39.97527777,-87.18027777
ASW,WARSAW MUNI,41.27469444,-85.84008333
84IN,KOSCIUSKO COMMUNITY HOSPITAL,41.24735833,-85.82911944
01B,TIPPECANOE,41.33305555,-85.7675
5IN8,PARKVIEW WARSAW FACILITY,41.25870277,-85.82880555
0IA,BARBEE LAKE,41.284675,-85.70381388
DCY,DAVIESS COUNTY,38.70076694,-87.13129
4C2,WALKER/ROWE WATERLOO,41.43116138,-84.98163166
I72,WESTFIELD,40.04892638,-86.1577675
IN60,WILDERNESS FLD,40.01781527,-86.1602675
02II,KING,40.06226,-86.2105475
7IN7,GARY JOHNSON FLD,40.23583333,-87.35083333
6II8,GODAHAVIT,38.65449166,-87.28279166
68IN,ALLEY OOP,41.12142777,-86.99752222
II79,SOMMERS,41.07698472,-86.7244575
RWN,ARENS FLD,41.09226305,-86.61287111
I22,RANDOLPH COUNTY,40.16769444,-84.92938888
01L,BASS LAKE,41.22888888,-86.58166666
02D,WINONA LAKE,41.22305555,-85.83055555
78IN,HARRIER,40.75138888,-86.98111111
IN5,ADAMS LAKE,41.55268888,-85.33111944
5IN9,STANGLAND,41.31615861,-85.46498027
53II,STEINMAN,41.07310444,-84.84079583
0IN4,AIR PARK FLD,41.14204722,-84.90900555
3II3,BASTING,41.08699333,-84.84107361
5II9,AERO PLAINES,39.35281638,-87.37335222
4C7,ACKLEY MUNI,42.54744444,-93.03341666
IA43,STAGECOACH,41.6052,-94.61617777
2IA7,JUNGMANNS LANDING,41.56847222,-93.98097222
4C8,ALBIA MUNI,40.99627777,-92.76569444
IA22,MONROE COUNTY HOSPITAL,41.04305833,-92.7977
AXA,ALGONA MUNI,43.07779777,-94.27177388
K98,ALLISON MUNI,42.76386527,-92.80436111
C11,AMANA,41.79358333,-91.86477222
AMW,AMES MUNI,41.99204361,-93.62182083
IA52,JONES RGNL MEDICAL CENTER,42.10097777,-91.26186666
Y43,ANITA MUNI-KEVIN BURKE MEML FLD,41.43991111,-94.77013763
IKV,ANKENY RGNL,41.6913468,-93.56634913
14IA,EAST RIVER,43.36028055,-94.44236388
AIO,ATLANTIC MUNI,41.40383333,-95.04875
IA67,CASS COUNTY MEML HOSPITAL,41.40061666,-94.99129722
ADU,AUDUBON COUNTY,41.70152777,-94.92044444
0IA2,AUDUBON COUNTY MEML HOSPITAL,41.71483611,-94.9377
36IA,TONNER FLD,42.256974,-92.83539013
Y46,BEDFORD MUNI,40.63776555,-94.72941333
TZT,BELLE PLAINE MUNI,41.87877777,-92.28452777
15IA,STELLA,42.23539444,-90.40676666
Y48,BELMOND MUNI,42.85274638,-93.59465361
IA21,KNIGHT FLD,41.95669722,-94.08694166
IA27,ANTIQUE AIRFIELD,40.97779055,-92.58768944
63IA,DAVIS COUNTY HOSPITAL,40.75945555,-92.41505277
4K6,BLOOMFIELD MUNI,40.73210555,-92.42826888
60IA,VILLAGE OAKS,41.46966388,-90.78129166
BNW,BOONE MUNI,42.04955555,-93.84761111
02IA,BOONE COUNTY HOSPITAL,42.05628333,-93.876475
09IA,SKYDIVE IOWA,41.74583166,-92.40935138
IA70,FRIESENBORG & LARSON,43.42578861,-93.83578138
BRL,SOUTHEAST IOWA RGNL,40.78297222,-91.12558333
58IA,DIEWOLD,40.87398333,-91.1633
CIN,ARTHUR N NEU,42.04666666,-94.78869444
0IA1,ST ANTHONY RGNL HOSPITAL,42.05593888,-94.86725833
97IA,VOLKENS FLD,41.25583333,-95.47666666
24IA,ISLEY FLD,42.51580555,-92.51981111
IA66,MERCYONE CEDAR FALLS MEDICAL CENTER,42.53388333,-92.45839722
IA73,ST LUKES HOSPITAL EMERGENCY,41.98507777,-91.66156111
IA72,MERCY HOSPITAL,41.97781111,-91.65661944
CID,THE EASTERN IOWA,41.88469444,-91.71080555
0IA8,HANNEN,42.228,-91.751
TVK,CENTERVILLE MUNI,40.68442888,-92.90099388
IA25,MERCY MEDICAL CENTER - CENTERVILLE,40.756425,-92.85684444
CNC,CHARITON MUNI,41.01961111,-93.35966666
IA19,LUCAS COUNTY HEALTH CENTER,41.02749944,-93.30243138
CCY,NORTHEAST IOWA RGNL,43.07250375,-92.61080919
4IA3,FLOYD COUNTY MEML HOSPITAL,43.05104444,-92.68417222
CKP,CHEROKEE COUNTY RGNL,42.73158644,-95.55591036
IA13,CHEROKEE RGNL MEDICAL CENTER,42.76009444,-95.54823611
ICL,SCHENCK FLD,40.72219444,-95.02661111
IA05,YAW-HOO FLD,40.85419722,-95.08592777
CAV,CLARION MUNI,42.74047222,-93.75905555
4IA5,IOWA SPECIALITY HOSPITAL,42.72112777,-93.73442222
IA38,PLAIN OL' FLD,43.13928611,-93.43358055
CWI,CLINTON MUNI,41.83075,-90.32897222
7IA5,MERCY MEDICAL CENTER - CLINTON,41.86088333,-90.19033333
16IA,STANGL,41.88081944,-94.77722777
CRZ,CORNING MUNI,40.994125,-94.75502972
26IA,MIDWAY VIEW FARMS,42.37377277,-95.76518661
IA18,BESCH,42.97369444,-94.03590277
0.00E+00,CORYDON,40.75622777,-93.24033611
IA46,WAYNE COUNTY HOSPITAL,40.75398055,-93.31053333
6IA6,WELLS FLD,40.75683333,-93.40150277
CBF,COUNCIL BLUFFS MUNI,41.26011111,-95.75863888
IA35,RUCKL,41.18722083,-95.90417888
6IA2,JENNIE EDMUNDSON HOSPITAL,41.26944722,-95.83449166
IA32,KELLEY,41.35581666,-95.84823611
CJJ,ELLEN CHURCH FLD,43.36530138,-92.13308305
IA62,MATTHIAS FLD,43.3746,-92.30827361
0IA6,RGNL HEALTH SERVICES OF HOWARD COUNTY,43.38069722,-92.11778333
CSQ,CRESTON MUNI,41.02144444,-94.36330555
4IA0,GREATER COMMUNITY HOSPITAL,41.06889444,-94.38319166
1IA4,WALLACE FLD,41.05554444,-94.39468194
20IA,HOBBES FLD,41.52226666,-93.80103333
2IA9,SOUTH 80 FLD,43.19079222,-93.77077527
39IA,HUSBAND FLD,41.67943166,-94.02023138
DVN,DAVENPORT MUNI,41.61027777,-90.58836111
IA81,GENESIS MEDICAL CENTER WEST CAMPUS,41.54489722,-90.59369444
2IA0,GENESIS MEDICAL CENTER EAST CAMPUS,41.54175833,-90.55670833
DEH,DECORAH MUNI,43.2755,-91.73938888
IA04,WINNESHIEK MEDICAL CENTER,43.29421666,-91.7752
DNS,DENISON MUNI,41.98613194,-95.38025888
DSM,DES MOINES INTL,41.53397277,-93.66307222
6IA4,BROADLAWNS MEDICAL CENTER,41.61653333,-93.64055
IA64,IOWA METHODIST MEDICAL CENTER,41.58965277,-93.63345277
IA82,MERCY HOSPITAL MEDICAL CENTER PRIVATE,41.59943888,-93.62427777
IA98,IOWA LUTHERAN HOSPITAL LIFE FLIGHT,41.60189722,-93.61086944
35IA,FRAZIER,41.848318,-90.5955715
37IA,NEMO FLD,41.84966547,-90.47735161
1IA2,CAMP TAHIGWA LANDING SITE,43.43886055,-91.56736527
IA10,MERCYONE DUBUQUE MEDICAL CENTER,42.49165,-90.67586388
2IA1,FINLEY HOSPITAL,42.49691111,-90.68601388
DBQ,DUBUQUE RGNL,42.402,-90.70947222
IA8,DYERSVILLE AREA,42.49610527,-91.17985888
IA53,MERCYONE DYERSVILLE,42.47671111,-91.13011666
EAG,EAGLE GROVE MUNI,42.70991666,-93.91611111
99IA,COURTNEY'S LANDING,41.21656666,-92.777975
27P,ELDORA,42.32990555,-93.11428333
I27,ELKADER,42.84725,-91.38216666
2IA2,MERCYONE ELKADER MEDICAL CENTER,42.86010277,-91.41514166
IA77,BASCOM FLD,41.78725833,-93.51237777
03IA,FLATLANDER,41.14141111,-95.19438055
EGQ,EMMETSBURG MUNI,43.10205555,-94.70452777
IA79,PALO ALTO COUNTY HOSPITAL,43.12068888,-94.69247777
EST,ESTHERVILLE MUNI,43.40747222,-94.74638888
38IA,GARYS,43.4256745,-94.658718
FFL,FAIRFIELD MUNI,41.05571983,-91.9808218
7IA6,JEFFERSON COUNTY HEALTH CENTER,41.003975,-91.95208888
FXY,FOREST CITY MUNI/TRIMBLE FLD,43.23475691,-93.62410394
FOD,FORT DODGE RGNL,42.55119444,-94.19183333
IA74,TRINITY RGNL MEDICAL CENTER,42.49291666,-94.19298888
FSW,FORT MADISON MUNI,40.65911111,-91.32775
IA12,MGGENAS,41.47694444,-92.37944444
GFZ,GREENFIELD MUNI,41.32722222,-94.44516666
75IA,ADAIR COUNTY MEML HOSPITAL,41.30397222,-94.451
IA09,GRINNELL RGNL MEDICAL CENTER,41.742225,-92.73468055
GGI,GRINNELL RGNL,41.70988888,-92.73597222
IA28,GRUNDY COUNTY MEML HOSPITAL,42.35958333,-92.76297222
6K7,GRUNDY CENTER MUNI,42.35055972,-92.84161388
GCT,GUTHRIE COUNTY RGNL,41.68697222,-94.43505555
IA23,GAA PRIVATE,42.80887805,-91.09818444
IA60,GUTTENBERG MUNI HOSP,42.78603333,-91.09994166
2IA5,GRAPE COMMUNITY HOSPITAL,40.62101666,-95.65119166
IA31,BEEDS LAKE,42.76520833,-93.24600138
HPT,HAMPTON MUNI,42.72369444,-93.22633333
HNR,HARLAN MUNI,41.58435805,-95.33969888
IA55,MYRTUE MEML HOSPITAL,41.64706666,-95.32585833
IA59,CARR FLD,42.24333055,-96.09849166
11IA,KOCH FLD,42.34987222,-92.51339166
IA42,RITEL COPTER AIRSTRIP,42.31372361,-92.41169166
0K7,HUMBOLDT MUNI,42.73486111,-94.24547222
IA90,HUMBOLDT COUNTY MEML HOSPITAL,42.73302777,-94.23111944
IA37,HORN MEML HOSPITAL,42.33915833,-95.46066111
IDG,IDA GROVE MUNI,42.33259777,-95.44488777
IIB,JAMES H CONNELL FLD AT INDEPENDENCE MUNI,42.45688888,-91.94766666
IA86,HEDGEWOOD LANDING,41.26666138,-93.50938055
IA85,TUINSTRA AIRFIELD,41.43513,-93.54049277
6Z6,NASH FLD INDIANOLA,41.30385277,-93.56749027
IA71,INDIANOLA,41.36854722,-93.55547222
IA11,TOO SHORT,41.29428611,-93.6480125
IA41,LAVERTY FLD,41.41526944,-93.56132666
IA20,AGRIVATION FLD,41.33839166,-93.65370555
IOW,IOWA CITY MUNI,41.63963194,-91.54788916
IA16,PICAYUNE,41.70834916,-91.50016888
1IA7,UNIVERSITY OF IOWA HOSPITALS & CLINIC,41.65988611,-91.5475
IA03,BLACKBERRY RIDGE,41.6934,-91.52236388
IFA,IOWA FALLS MUNI,42.47135555,-93.27072305
